lead_id,name,company,title,industry,region,website_visits,pages_per_visit,time_on_site,content_downloads,lead_source,converted,stage
L03748,Melanie Hensley,Compton LLC,Marketing Manager,Technology,Europe,8,8.0,387,1,Organic Search,1,Proposal
L03749,Tina Wolfe,"Williams, Young and Garcia",Chief Product Officer,Consulting,Europe,5,5.0,47,1,Organic Search,0,Qualification
L03750,Mary Steele,Johnson-Valdez,Revenue Ops Analyst,Manufacturing,Europe,2,1.0,1484,1,Organic Search,1,Proposal
L03751,Dana Johnson,"Carlson, Cox and Lewis",Marketing Manager,Manufacturing,Asia,2,1.0,385,1,Google,0,Qualification
L03752,Lisa Mcbride,Mclaughlin PLC,VP of Marketing,Retail,Asia,2,1.0,75,1,Google,0,Prospecting
L03753,Jeffrey Mathis,Melton-Howard,Head of Sales,Software,South America,21,2.63,1113,0,Organic Search,1,Closed Won
L03754,Samantha Johnson,"Green, Garcia and Wilkinson",Growth Lead,Finance,South America,0,0.0,0,1,Reference,1,Closed Lost
L03755,Allen Martin,"Sanchez, Burns and May",Chief Product Officer,Retail,Europe,10,5.0,1192,1,Google,1,Qualification
L03756,Brenda Burnett,Becker and Sons,Growth Lead,Consulting,Europe,0,0.0,0,0,Olark Chat,1,Prospecting
L03757,Benjamin Robinson,Miller-Butler,Chief Product Officer,Healthcare,Africa,2,1.0,32,4,Google,0,Qualification
L03758,Jacob Rowe,Freeman-Martinez,Business Development Executive,Manufacturing,Africa,2,2.0,1305,0,Direct Traffic,1,Qualification
L03759,Courtney Hutchinson,Hill Ltd,Account Manager,Finance,Africa,10,2.5,360,0,Direct Traffic,0,Closed Lost
L03760,Desiree Evans,Jones Group,Account Manager,Technology,Europe,8,2.0,397,0,Google,0,Proposal
L03761,Mr. Timothy Buck III,Campbell Ltd,Growth Lead,Software,Asia,0,0.0,0,0,Olark Chat,1,Proposal
L03762,Angela Meza,"Webb, Chapman and Smith",Chief Product Officer,Consulting,Europe,2,2.0,464,1,Google,1,Proposal
L03763,Andrew Clark,Dixon-Johnson,Account Manager,Software,Europe,2,2.0,848,2,Direct Traffic,0,Closed Lost
L03764,Michael Flowers,Boyle-Rodriguez,Account Manager,Finance,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L03765,John Barrett,Smith LLC,VP of Marketing,Software,Oceania,2,2.0,1311,0,Direct Traffic,1,Qualification
L03766,James Martin,"Garcia, Mathews and Torres",Growth Lead,Software,Europe,4,4.0,1484,0,Direct Traffic,1,Closed Won
L03767,Victoria Harmon,Martinez-Edwards,Chief Product Officer,Consulting,Oceania,4,4.0,1236,1,Direct Traffic,0,Proposal
L03768,Tammy Vazquez,Rivera-Carroll,Head of Sales,Healthcare,Europe,3,3.0,1360,1,Google,1,Prospecting
L03769,Lynn Martinez,"Robertson, Ward and Bentley",Business Development Executive,Manufacturing,Asia,16,2.67,1522,0,Direct Traffic,1,Qualification
L03770,Jack Robinson,Alvarez LLC,Account Manager,Finance,Asia,4,4.0,32,2,Google,0,Qualification
L03771,Jeremy Mccoy,"Moreno, Reed and Walker",Growth Lead,Healthcare,Asia,4,4.0,901,1,Direct Traffic,1,Prospecting
L03772,Casey Banks,Thomas-Chambers,Head of Sales,Technology,Oceania,11,5.5,78,0,Direct Traffic,0,Proposal
L03773,Rodney Paul,"Hood, Smith and Houston",Head of Sales,Retail,Europe,3,3.0,1160,0,Google,1,Prospecting
L03774,Angela Rollins,Williams-Austin,Marketing Manager,Manufacturing,North America,4,1.33,804,1,Organic Search,1,Prospecting
L03775,Melanie Rojas,Taylor-Rodriguez,Marketing Manager,Manufacturing,Europe,1,1.0,1075,0,Direct Traffic,0,Prospecting
L03776,Kara Martin,"Morgan, Ayala and Khan",Chief Product Officer,Technology,Europe,6,6.0,1395,0,Direct Traffic,0,Prospecting
L03777,Robert Jennings,Arellano and Sons,Sales Director,Healthcare,Asia,1,1.0,400,0,Direct Traffic,0,Prospecting
L03778,Rick Rivera,"Morrow, Perry and Thomas",VP of Marketing,Retail,Europe,0,0.0,0,1,Olark Chat,0,Qualification
L03779,Bailey Martinez,"Martinez, Pena and Kelly",Head of Sales,Manufacturing,Asia,4,4.0,18,0,Direct Traffic,0,Prospecting
L03780,Mrs. Crystal Patterson,Patterson PLC,Marketing Manager,Manufacturing,Asia,0,0.0,0,1,Olark Chat,0,Proposal
L03781,Carrie Foster,"Wright, Williams and Page",Account Manager,Retail,Oceania,0,0.0,0,0,Olark Chat,1,Qualification
L03782,Laurie Carpenter,Pruitt-Parker,Chief Product Officer,Retail,Africa,6,6.0,1100,1,Organic Search,0,Prospecting
L03783,Bradley Barry,Fisher-Williams,Marketing Manager,Finance,Europe,3,3.0,457,0,Direct Traffic,0,Prospecting
L03784,Brittany Barrett,"Pope, Smith and Russell",Growth Lead,Retail,South America,0,0.0,0,0,Olark Chat,1,Prospecting
L03785,Regina Ballard,"Gonzalez, Smith and Chang",Revenue Ops Analyst,Retail,Europe,0,0.0,0,2,Olark Chat,0,Prospecting
L03786,Kathy Bauer,Harvey LLC,Business Development Executive,Retail,Oceania,0,0.0,0,0,Olark Chat,0,Negotiation
L03787,Misty Garcia,"Meza, Harris and Campbell",Growth Lead,Technology,Asia,0,0.0,0,0,Facebook,1,Prospecting
L03788,Adam Jones,"Klein, Chen and Moon",Growth Lead,Software,Europe,2,2.0,172,2,Direct Traffic,1,Prospecting
L03789,Kimberly Fowler,Williams Inc,Account Manager,Software,Oceania,0,0.0,0,0,Olark Chat,0,Prospecting
L03790,Daniel Kelly,Guzman-George,Sales Director,Technology,Asia,2,2.0,85,0,Direct Traffic,0,Prospecting
L03791,Terry Henson,Ortega-Floyd,Chief Product Officer,Healthcare,Asia,3,1.5,136,1,Google,0,Prospecting
L03792,Barbara Haas MD,Mitchell-Bailey,VP of Marketing,Software,South America,2,2.0,66,0,Direct Traffic,0,Qualification
L03793,Erin James,Williams-Hamilton,VP of Marketing,Finance,Oceania,3,3.0,271,0,Google,0,Closed Lost
L03794,David Patel,Jordan-Wheeler,Chief Product Officer,Retail,Oceania,0,0.0,0,0,Reference,1,Qualification
L03795,Kenneth Friedman,Walker-Perez,VP of Marketing,Consulting,Asia,7,7.0,1001,0,Referral Sites,1,Negotiation
L03796,Ruben Watkins,Simmons LLC,VP of Marketing,Consulting,Asia,0,0.0,0,1,Olark Chat,0,Closed Lost
L03797,Mr. David Bolton,"Harris, Molina and Jackson",Revenue Ops Analyst,Healthcare,Oceania,6,6.0,425,0,Google,0,Negotiation
L03798,Sheila Love,Lane-Garrison,Account Manager,Manufacturing,Africa,3,3.0,117,1,Direct Traffic,0,Prospecting
L03799,Anthony Lawson,Santos Ltd,Revenue Ops Analyst,Healthcare,Asia,4,4.0,1381,0,Organic Search,1,Prospecting
L03800,Angela Bates,Saunders-Baker,VP of Marketing,Manufacturing,Asia,7,1.75,1141,0,Organic Search,1,Prospecting
L03801,Cathy Hatfield,"Robles, Alexander and Acosta",Marketing Manager,Technology,Africa,0,0.0,0,2,Reference,1,Prospecting
L03802,Kimberly Munoz,Fields-Bryant,Marketing Manager,Finance,Europe,2,2.0,75,0,Direct Traffic,0,Closed Won
L03803,Molly Brown,"Marquez, Grant and Moore",Marketing Manager,Finance,North America,5,1.67,4,0,Direct Traffic,0,Closed Lost
L03804,Julia Hernandez,Sullivan-Lyons,Marketing Manager,Technology,Oceania,5,2.5,987,1,Google,1,Closed Lost
L03805,James Bradford,Chaney Group,Account Manager,Manufacturing,Asia,0,0.0,0,3,Olark Chat,0,Proposal
L03806,Amy Hickman,Reyes Ltd,Business Development Executive,Retail,Oceania,3,1.5,93,0,Google,0,Proposal
L03807,Mckenzie Frey,Henderson Inc,Account Manager,Finance,Asia,2,2.0,387,1,Organic Search,0,Prospecting
L03808,Cynthia Wiley,"Olson, Hernandez and Lyons",Head of Sales,Manufacturing,Oceania,0,0.0,0,0,Reference,1,Prospecting
L03809,Charles Flores,"Nash, Johnson and Melton",Growth Lead,Manufacturing,Oceania,0,0.0,0,0,Olark Chat,0,Qualification
L03810,Laura Martin,Miller-Phillips,Business Development Executive,Retail,Europe,9,3.0,83,1,Direct Traffic,0,Proposal
L03811,Darren Thomas,George and Sons,Revenue Ops Analyst,Consulting,Asia,4,4.0,1185,0,Organic Search,1,Prospecting
L03812,Amber Martin,Garcia Ltd,Marketing Manager,Software,Asia,2,2.0,450,1,Direct Traffic,0,Prospecting
L03813,Laura Graham,Andrews LLC,Head of Sales,Software,Europe,6,6.0,1904,0,Google,0,Proposal
L03814,Jaime Cook,Perez-Sanchez,Chief Product Officer,Technology,Oceania,3,3.0,1061,0,Direct Traffic,1,Closed Won
L03815,Aaron Munoz,Huang PLC,Marketing Manager,Manufacturing,Oceania,1,1.0,1449,2,Direct Traffic,1,Qualification
L03816,Victor Lee,Maldonado-Martinez,Revenue Ops Analyst,Retail,Europe,6,2.0,1086,0,Referral Sites,1,Prospecting
L03817,Anthony Thomas,"Smith, Wilcox and Holden",Account Manager,Technology,Oceania,4,2.0,222,0,Direct Traffic,1,Prospecting
L03818,Sean Serrano DDS,"Roberts, Vaughn and Garner",Chief Product Officer,Manufacturing,Oceania,6,3.0,217,0,Google,0,Qualification
L03819,Joshua Roman,Howard-Jones,Chief Product Officer,Manufacturing,Asia,1,1.0,226,1,Direct Traffic,0,Negotiation
L03820,Kevin Smith,Rodgers-Bray,Chief Product Officer,Retail,South America,0,0.0,0,1,Welingak Website,1,Closed Won
L03821,Jeffrey Palmer,Morris-Nguyen,Sales Director,Technology,North America,0,0.0,0,0,Olark Chat,0,Proposal
L03822,Stacy Walker,"White, Richards and Weiss",Account Manager,Manufacturing,Asia,2,1.0,480,0,Referral Sites,0,Negotiation
L03823,Carrie Foster,"Wright, Williams and Page",Account Manager,Finance,Oceania,0,0.0,0,0,Olark Chat,1,Prospecting
L03824,Evan Nguyen,Serrano-Harris,VP of Marketing,Technology,Europe,0,0.0,0,0,Olark Chat,0,Qualification
L03825,Mrs. Melissa Cooper,Allen PLC,Business Development Executive,Technology,Europe,3,3.0,1353,0,Google,1,Qualification
L03826,Jessica Hart,Barnett-Joyce,Chief Product Officer,Software,South America,2,2.0,1640,0,Google,1,Closed Lost
L03827,Donna Pruitt,Schaefer-Davis,Business Development Executive,Retail,Oceania,3,3.0,352,1,Google,0,Closed Won
L03828,Brandon Johnson,"Fox, Farley and Sanchez",Marketing Manager,Finance,Asia,3,3.0,1178,0,Google,1,Qualification
L03829,Carrie Russell,Smith-Morales,Marketing Manager,Healthcare,Africa,4,4.0,771,2,Google,0,Closed Won
L03830,Gregory Smith,"Martin, Mann and Reyes",Revenue Ops Analyst,Manufacturing,Asia,2,2.0,270,0,Google,0,Prospecting
L03831,Peter Garcia,"Gonzalez, Jackson and Nguyen",Account Manager,Retail,Europe,2,2.0,67,0,Direct Traffic,0,Closed Lost
L03832,Margaret West,"Perkins, Torres and Wilson",Account Manager,Consulting,Europe,6,2.0,216,0,Referral Sites,0,Closed Won
L03833,Richard Phillips,Galvan Group,Account Manager,Technology,Europe,2,2.0,297,2,Google,0,Prospecting
L03834,Robin Cole,Dawson Group,Marketing Manager,Retail,Asia,2,1.0,38,2,Organic Search,0,Qualification
L03835,Brittany Collins,Lewis-Johnson,Head of Sales,Consulting,Europe,0,0.0,0,1,Olark Chat,0,Proposal
L03836,Leslie Martinez,"Brown, Woodward and Brock",Revenue Ops Analyst,Healthcare,Europe,3,3.0,1804,0,Google,1,Prospecting
L03837,Kelly Taylor,Johnson and Sons,Marketing Manager,Software,Oceania,4,2.0,126,0,Google,0,Prospecting
L03838,Kendra Fisher MD,Meyer-Vazquez,Sales Director,Software,South America,2,2.0,138,1,Google,0,Proposal
L03839,Dr. Andrew Russell,Roberts-Petty,Growth Lead,Retail,Asia,2,1.0,826,1,Reference,1,Closed Won
L03840,Cory Johnson,Sweeney-Taylor,Growth Lead,Finance,South America,3,3.0,267,1,Google,1,Proposal
L03841,Bradley Fleming,Hernandez-Thompson,Chief Product Officer,Technology,Africa,2,2.0,663,1,Direct Traffic,0,Closed Won
L03842,Luis Gibbs,Rosario-Martinez,Revenue Ops Analyst,Software,South America,2,2.0,16,0,Direct Traffic,1,Closed Lost
L03843,Tina Hernandez,King Ltd,VP of Marketing,Manufacturing,Oceania,8,4.0,275,0,Organic Search,0,Negotiation
L03844,Kenneth Evans,Russell-Williams,Account Manager,Healthcare,Africa,3,3.0,1109,2,Organic Search,0,Proposal
L03845,Jasmine Fry,Mckinney Group,Growth Lead,Technology,Asia,5,2.5,255,0,Organic Search,0,Qualification
L03846,Allison Richmond,"Rhodes, Velasquez and Fry",Account Manager,Software,South America,1,1.0,1471,1,Olark Chat,0,Negotiation
L03847,Jessica Johnson,"Thomas, Wright and Collins",Revenue Ops Analyst,Technology,Oceania,5,5.0,222,0,Google,0,Prospecting
L03848,Scott Carter,Crawford Ltd,Account Manager,Software,South America,6,6.0,1162,0,Google,1,Qualification
L03849,James Smith,Patel Ltd,Revenue Ops Analyst,Consulting,North America,0,0.0,0,1,Olark Chat,0,Proposal
L03850,Maria Harris,"Parks, Simpson and Adams",Sales Director,Healthcare,Oceania,0,0.0,0,0,Reference,1,Proposal
L03851,Nicole Floyd,Moore-King,Head of Sales,Technology,South America,0,0.0,0,0,Welingak Website,1,Qualification
L03852,Duane Garcia,"Schwartz, Terry and Garner",Revenue Ops Analyst,Healthcare,Asia,5,2.5,1436,0,Google,1,Negotiation
L03853,Beth Cook,"Shaw, Carter and Bullock",Head of Sales,Technology,Oceania,8,2.67,546,0,Google,0,Prospecting
L03854,Michael Patel,"Sims, Williams and Garcia",VP of Marketing,Healthcare,Asia,3,3.0,1291,0,Organic Search,0,Prospecting
L03855,Joshua Lowe,"Thompson, Maxwell and Baker",VP of Marketing,Retail,Europe,2,2.0,461,1,Google,0,Proposal
L03856,Edward Ball,Sanders-Simpson,Sales Director,Finance,Europe,0,0.0,0,2,Olark Chat,0,Prospecting
L03857,Robert Guerrero,"Lee, Murray and Ball",Revenue Ops Analyst,Software,South America,2,2.0,293,0,Google,0,Prospecting
L03858,Dana Vasquez,White PLC,Account Manager,Consulting,Oceania,2,2.0,1025,0,Google,1,Negotiation
L03859,Brandon Marquez,Shelton-Scott,Account Manager,Healthcare,Africa,10,2.5,147,1,Google,1,Proposal
L03860,Darrell Flores,Espinoza and Sons,Account Manager,Technology,Europe,3,3.0,1346,1,Direct Traffic,1,Prospecting
L03861,Lori Harris,"Cole, Sanchez and Pittman",Marketing Manager,Consulting,Asia,2,2.0,158,1,Direct Traffic,0,Qualification
L03862,Holly Romero,Burke-Johnson,Account Manager,Retail,Africa,0,0.0,0,1,Reference,1,Prospecting
L03863,Lisa Houston,Tucker Inc,Growth Lead,Software,Africa,0,0.0,0,0,Olark Chat,0,Closed Won
L03864,Brad Lee,Mercado LLC,Head of Sales,Manufacturing,Africa,3,3.0,14,0,Direct Traffic,0,Closed Won
L03865,Kristen Martinez,"Flores, Garcia and Cruz",VP of Marketing,Healthcare,Africa,0,0.0,0,0,Olark Chat,0,Closed Lost
L03866,Justin Mejia,Brown-Camacho,Account Manager,Finance,Asia,5,5.0,1464,1,Google,1,Qualification
L03867,Michael Stewart,Medina Group,Revenue Ops Analyst,Retail,Europe,0,0.0,0,0,Olark Chat,1,Proposal
L03868,Michael Huff,"Lewis, Rivera and Phillips",Growth Lead,Manufacturing,Europe,2,2.0,133,1,Direct Traffic,0,Prospecting
L03869,Elizabeth Hines,Wilson-Chapman,Sales Director,Software,North America,0,0.0,0,0,Olark Chat,0,Proposal
L03870,Jamie Evans,Lopez-Allen,Marketing Manager,Technology,Europe,3,3.0,382,1,Organic Search,0,Prospecting
L03871,Robin Heath,Crawford PLC,Growth Lead,Software,Oceania,0,0.0,0,0,Olark Chat,1,Prospecting
L03872,Brianna Hall,"Evans, Martinez and Oconnor",Chief Product Officer,Technology,Europe,16,16.0,462,1,Google,0,Negotiation
L03873,Jeremy Glenn,Moreno LLC,Growth Lead,Manufacturing,South America,2,2.0,567,3,Direct Traffic,0,Prospecting
L03874,David Griffin,Mitchell Inc,Business Development Executive,Technology,Asia,4,4.0,42,1,Direct Traffic,0,Qualification
L03875,Christopher Barrett,"Zimmerman, Doyle and Howard",Sales Director,Healthcare,Europe,8,8.0,1014,0,Organic Search,1,Qualification
L03876,Jade Miller,Freeman LLC,Account Manager,Healthcare,Oceania,8,2.67,782,0,Google,0,Closed Lost
L03877,Madison Smith,"Powell, Diaz and Carter",Sales Director,Technology,Europe,4,4.0,453,0,Direct Traffic,0,Qualification
L03878,Brandon Weeks,"Gonzalez, Norris and Durham",Account Manager,Consulting,South America,0,0.0,0,1,Olark Chat,0,Qualification
L03879,Maurice Smith DDS,"Johnson, Harding and Thompson",Growth Lead,Software,North America,0,0.0,0,0,Olark Chat,0,Closed Lost
L03880,Steve Schmidt,Wallace-Compton,Business Development Executive,Manufacturing,Africa,2,1.0,579,2,Organic Search,0,Prospecting
L03881,Tony Lee,Lee-Ferguson,Business Development Executive,Manufacturing,Africa,6,6.0,358,0,Direct Traffic,0,Prospecting
L03882,Teresa Griffin,Chavez and Sons,Revenue Ops Analyst,Healthcare,Europe,1,1.0,419,1,Google,0,Qualification
L03883,John Gay,Harris LLC,Growth Lead,Technology,Oceania,4,4.0,1933,1,Direct Traffic,1,Negotiation
L03884,Juan Jackson,Brown-Good,Marketing Manager,Healthcare,Europe,9,2.25,1296,0,Direct Traffic,1,Proposal
L03885,Austin Bonilla,Deleon and Sons,Revenue Ops Analyst,Finance,Europe,11,3.67,366,0,Referral Sites,0,Closed Won
L03886,Sarah Garcia,Leblanc-White,Revenue Ops Analyst,Consulting,North America,3,3.0,365,1,Direct Traffic,0,Qualification
L03887,Maxwell Roberts,Ho Inc,Account Manager,Retail,South America,13,3.25,254,0,Google,0,Prospecting
L03888,Crystal Simon,Spence-Clark,Revenue Ops Analyst,Retail,Oceania,3,3.0,105,0,Google,0,Closed Won
L03889,Jason Patterson,Coleman Inc,Revenue Ops Analyst,Technology,Asia,0,0.0,0,2,Olark Chat,0,Closed Won
L03890,Karen Lewis,Campos-Gonzales,Revenue Ops Analyst,Retail,South America,2,2.0,179,0,Direct Traffic,1,Closed Won
L03891,Christopher Peck,"Miller, Simmons and Walker",Growth Lead,Software,Oceania,2,2.0,246,1,Direct Traffic,0,Negotiation
L03892,Michael Pace,Martinez-Rosales,Growth Lead,Manufacturing,North America,0,0.0,0,0,Olark Chat,0,Proposal
L03893,Kevin Shields,Lopez LLC,VP of Marketing,Consulting,Europe,3,3.0,237,0,Google,0,Prospecting
L03894,Phillip Bradley,Klein-Thomas,Marketing Manager,Consulting,Europe,8,4.0,1495,0,Direct Traffic,1,Proposal
L03895,Kara Brown,Delgado Group,Head of Sales,Consulting,North America,4,1.0,161,0,Google,0,Qualification
L03896,Danielle Hanson,Wilson LLC,Sales Director,Consulting,Asia,8,2.0,157,1,Google,0,Qualification
L03897,Andrew White,Spencer LLC,Sales Director,Software,North America,4,2.0,396,0,Referral Sites,0,Prospecting
L03898,Shawn Yates,"Morse, Porter and Cooper",Account Manager,Retail,Africa,0,0.0,0,0,Olark Chat,1,Closed Lost
L03899,Frances Silva,Parks-Smith,Growth Lead,Software,South America,0,0.0,0,1,Reference,1,Prospecting
L03900,Eric Wheeler,Ramsey Ltd,Chief Product Officer,Technology,Oceania,2,2.0,1271,0,Direct Traffic,0,Proposal
L03901,Susan Wilson,Roy and Sons,Revenue Ops Analyst,Finance,Asia,2,2.0,1412,1,Direct Traffic,1,Proposal
L03902,Darrell Smith,Glenn Group,Business Development Executive,Manufacturing,Europe,2,2.0,954,1,Direct Traffic,0,Prospecting
L03903,Edward Brown,Burnett-Bennett,Revenue Ops Analyst,Healthcare,Africa,4,4.0,363,0,Google,1,Prospecting
L03904,Jackson French,Craig Ltd,Chief Product Officer,Manufacturing,Europe,0,0.0,0,0,Olark Chat,1,Prospecting
L03905,Joseph Rodriguez,Lynn-Chan,Sales Director,Consulting,Oceania,7,7.0,1087,1,Organic Search,0,Prospecting
L03906,Anthony Marshall,Brown Group,Account Manager,Manufacturing,Oceania,1,1.0,243,1,Google,0,Closed Won
L03907,Angela Martin,Olson Inc,Head of Sales,Software,North America,3,3.0,986,1,Organic Search,0,Prospecting
L03908,Wesley Hood,Smith LLC,Head of Sales,Consulting,Asia,3,1.5,345,0,Referral Sites,0,Proposal
L03909,Tiffany Mendoza,"Page, Hall and Davis",Revenue Ops Analyst,Retail,Oceania,4,4.0,310,2,Google,0,Prospecting
L03910,Lisa Sanders,Kelly Group,Sales Director,Finance,Europe,0,0.0,0,1,Olark Chat,1,Prospecting
L03911,Daniel Daugherty,"Martin, Moreno and Dixon",Account Manager,Manufacturing,South America,8,8.0,1517,0,Direct Traffic,1,Prospecting
L03912,Jennifer Flores,"Sexton, King and Stewart",Account Manager,Manufacturing,Oceania,2,2.0,1485,0,Google,1,Prospecting
L03913,Joshua Ramirez,"Brown, Smith and Miller",Sales Director,Healthcare,Europe,2,2.0,460,1,Direct Traffic,0,Qualification
L03914,Michael Smith,Gray-Sullivan,Growth Lead,Finance,Europe,0,0.0,0,0,Reference,1,Qualification
L03915,Pamela Lewis,Cowan-Fitzpatrick,Account Manager,Software,South America,0,0.0,0,0,Olark Chat,0,Prospecting
L03916,Elizabeth Stewart,"Sanchez, Cantrell and Reeves",Chief Product Officer,Technology,Asia,13,6.5,54,0,Organic Search,0,Negotiation
L03917,Isabella Jones,Noble Ltd,Account Manager,Healthcare,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L03918,Kyle Smith,Cox PLC,Business Development Executive,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L03919,Katherine Reynolds,Leon LLC,Business Development Executive,Retail,Europe,3,3.0,1183,0,Direct Traffic,1,Prospecting
L03920,Sally Burke,"Avila, West and Good",Account Manager,Manufacturing,South America,0,0.0,0,1,Olark Chat,0,Prospecting
L03921,Kelly Thomas,"Parker, Bell and Campos",Sales Director,Finance,Asia,11,3.67,87,0,Organic Search,0,Prospecting
L03922,Heather Gutierrez,Acevedo-Rivera,Chief Product Officer,Software,Asia,9,9.0,577,0,Direct Traffic,0,Prospecting
L03923,David Brooks,Rodriguez-Davis,Business Development Executive,Technology,Africa,0,0.0,0,1,Olark Chat,0,Qualification
L03924,Joshua Williams,Gibson Group,Growth Lead,Software,Europe,0,0.0,0,1,Olark Chat,0,Prospecting
L03925,Brian Moore,Stevenson-Boyd,Head of Sales,Finance,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L03926,Steve Boyer,Mccarthy-Gregory,Account Manager,Retail,North America,7,1.4,250,1,Direct Traffic,0,Prospecting
L03927,Melissa Mckay,"Coleman, Martinez and Williams",Account Manager,Finance,Asia,0,0.0,0,0,Olark Chat,1,Prospecting
